(47, 45, 46)
(49, 49, 49)
(58, 58, 58)
(55, 55, 55)
(59, 59, 59)
(51, 51, 51)
(50, 52, 51)
(45, 47, 46)
(46, 46, 46)
(50, 50, 50)
(47, 47, 47)
(49, 47, 48)
(47, 45, 46)
(58, 56, 57)
(61, 57, 58)
(63, 59, 60)
(78, 74, 71)
(66, 62, 59)
(58, 54, 53)
(48, 47, 45)
(53, 52, 50)
(52, 50, 51)
(56, 56, 56)
(56, 56, 56)
(49, 49, 51)
(58, 58, 60)
(53, 53, 53)
(56, 56, 56)
(43, 43, 43)
(60, 58, 59)
(54, 52, 53)
(47, 46, 44)
(59, 59, 59)
(51, 51, 51)
(56, 56, 56)
(56, 56, 56)
(49, 49, 49)
(56, 56, 56)
(50, 50, 50)
(55, 55, 55)
(60, 60, 60)
(53, 53, 53)
(68, 68, 68)
(62, 62, 62)
(56, 56, 56)
(73, 73, 73)
(56, 56, 56)
(71, 71, 71)
(76, 74, 75)
(59, 57, 58)
(68, 66, 67)
(56, 54, 55)
(52, 48, 49)
(71, 67, 66)
(67, 63, 62)
(64, 60, 59)
(81, 77, 76)
(60, 54, 54)
(56, 50, 50)
(72, 67, 64)
(61, 56, 53)
(72, 67, 64)
(72, 67, 64)
(92, 87, 84)
(76, 68, 65)
(75, 67, 64)
(69, 61, 58)
(84, 76, 73)
(87, 79, 76)
(74, 69, 63)
(72, 67, 61)
(66, 61, 55)
(62, 57, 53)
(94, 89, 85)
(78, 73, 69)
(75, 71, 68)
(108, 104, 101)
(67, 63, 62)
(71, 67, 66)
(59, 55, 54)
(77, 76, 74)
(67, 66, 64)
(70, 69, 67)
(70, 69, 67)
(79, 78, 76)
(70, 69, 67)
(64, 63, 61)
(67, 66, 64)
(64, 63, 61)
(92, 91, 89)
(61, 61, 61)
(60, 60, 60)
(61, 61, 61)
(63, 63, 63)
(75, 75, 75)
(54, 54, 54)
(69, 70, 65)
(58, 58, 56)
(62, 62, 60)
(91, 91, 89)
(55, 55, 53)
(60, 60, 58)
(64, 64, 62)
(64, 64, 62)
(62, 62, 60)
(57, 57, 55)
(66, 66, 66)
(65, 65, 65)
(59, 59, 59)
(60, 60, 60)
(59, 59, 59)
(57, 57, 57)
(59, 58, 66)
(62, 61, 69)
(65, 64, 70)
(63, 62, 67)
(59, 58, 63)
(57, 57, 59)
(59, 59, 59)
(62, 62, 60)
(63, 63, 61)
(63, 63, 61)
(63, 63, 61)
(62, 62, 60)
(61, 61, 59)
(61, 61, 59)
(62, 62, 60)
(63, 63, 61)
(63, 63, 63)
(62, 62, 62)
(61, 61, 61)
(61, 61, 61)
(62, 62, 62)
(63, 63, 63)
(65, 65, 65)
(66, 66, 66)
(64, 64, 64)
(64, 64, 64)
(63, 63, 63)
(64, 64, 64)
(63, 63, 63)
(65, 65, 65)
(65, 65, 65)
(64, 64, 64)
(64, 62, 63)
(62, 60, 61)
(66, 64, 65)
(71, 69, 70)
(72, 70, 71)
(73, 71, 72)
(73, 71, 72)
(71, 71, 71)
(70, 70, 70)
(67, 67, 67)
(65, 65, 65)
(57, 57, 57)
(73, 73, 73)
(68, 68, 68)
(57, 57, 57)
(69, 69, 69)
(72, 72, 72)
(58, 58, 58)
(73, 73, 73)
(63, 63, 65)
(68, 68, 70)
(66, 66, 68)
(71, 71, 73)
(70, 69, 74)
(76, 75, 80)
(71, 71, 73)
(69, 69, 71)
(76, 76, 78)
(74, 74, 76)
(61, 61, 61)
(79, 79, 79)
(75, 75, 75)
(78, 76, 77)
(74, 72, 73)
(69, 67, 68)
(83, 81, 82)
(96, 94, 95)
(82, 80, 81)
(84, 82, 83)
(82, 80, 81)
(86, 84, 85)
(81, 79, 80)
(83, 81, 82)
(87, 85, 86)
(89, 87, 88)
(82, 80, 81)
(74, 72, 73)
(103, 101, 102)
(79, 79, 79)
(82, 82, 82)
(84, 84, 84)
(78, 78, 78)
(73, 73, 73)
(74, 74, 74)
(73, 73, 73)
(74, 74, 74)
(95, 95, 95)
(65, 65, 65)
(66, 66, 68)
(70, 70, 72)
(72, 71, 76)
(67, 66, 71)
(69, 68, 74)
(69, 68, 74)
(68, 67, 65)
(66, 65, 63)
(99, 98, 96)
(84, 82, 83)
(69, 67, 68)
(68, 66, 69)
(66, 64, 67)
(103, 103, 105)
(70, 70, 72)
(62, 62, 64)
(70, 70, 72)
(78, 78, 80)
(69, 69, 71)
(61, 61, 63)
(49, 49, 49)
(65, 65, 65)
(71, 71, 71)
(61, 61, 61)
(65, 65, 65)
(69, 69, 69)
(80, 80, 80)
(62, 62, 62)
(74, 74, 76)
(78, 78, 80)
(63, 63, 65)
(60, 60, 62)
(59, 59, 61)
(71, 71, 73)
(66, 66, 68)
(57, 57, 59)
(66, 66, 68)
(61, 61, 63)
(60, 60, 62)
(59, 59, 61)
(64, 64, 66)
(67, 67, 69)
(57, 57, 59)
(61, 61, 63)
(59, 59, 61)
(66, 66, 66)
(63, 63, 63)
(64, 64, 64)
(65, 65, 65)
(65, 65, 65)
(69, 69, 69)
(59, 59, 59)
(64, 64, 64)
(70, 70, 70)
(65, 65, 65)
(65, 65, 65)
(58, 58, 58)
(65, 65, 65)
(49, 49, 49)
(65, 65, 65)
(54, 54, 56)
(58, 58, 60)
(59, 59, 61)
(57, 57, 59)
(57, 57, 59)
(50, 50, 52)
(51, 51, 53)
(61, 61, 63)
(44, 44, 46)
(53, 53, 55)
(59, 58, 64)
(52, 51, 56)
(54, 53, 58)
(49, 48, 53)
(54, 53, 58)
(59, 58, 63)
(48, 47, 52)
(53, 53, 55)
(49, 49, 51)
(51, 51, 53)
(52, 52, 52)
(52, 52, 52)
(48, 48, 48)
(55, 55, 55)
(49, 49, 49)
(52, 52, 52)
(51, 50, 55)
(57, 57, 59)
(51, 51, 53)
(50, 48, 51)
(58, 56, 57)
(51, 47, 48)
(60, 56, 55)
(61, 57, 56)
(55, 51, 50)
(76, 72, 71)
(54, 52, 53)
(50, 48, 49)
(53, 53, 55)
(82, 82, 84)
(54, 55, 57)
(53, 54, 58)
(54, 53, 58)
(58, 58, 60)
(51, 49, 52)
(58, 56, 57)
(61, 59, 60)
(56, 52, 51)
(60, 56, 55)
(58, 54, 51)
(63, 59, 56)
(51, 47, 46)
(95, 91, 90)
(72, 70, 71)
(61, 59, 60)
(50, 48, 51)
(53, 53, 55)
(51, 50, 55)
(58, 58, 58)
(53, 53, 53)
(52, 52, 52)
(52, 52, 52)
(51, 51, 51)
(60, 60, 60)
(60, 60, 62)
(84, 84, 86)
(39, 39, 41)
(62, 62, 64)
(40, 40, 42)
(44, 44, 46)
(52, 52, 54)
(46, 46, 48)
(43, 43, 45)
(51, 51, 53)
(47, 46, 51)
(40, 39, 44)
(47, 46, 51)
(47, 46, 51)
(42, 41, 46)
(42, 41, 46)
(54, 53, 58)
(39, 38, 43)
(49, 48, 53)
(50, 49, 54)
(41, 40, 45)
(41, 40, 45)
(45, 44, 49)
(58, 57, 62)
(36, 35, 40)
(41, 40, 45)
(49, 48, 54)
(39, 38, 44)
(49, 48, 54)
(37, 36, 42)
(43, 42, 48)
(49, 48, 54)
