(47, 27, 20)
(62, 42, 35)
(66, 46, 39)
(59, 40, 34)
(57, 38, 32)
(56, 37, 31)
(57, 38, 32)
(62, 43, 37)
(61, 40, 35)
(53, 32, 27)
(57, 36, 31)
(59, 38, 33)
(59, 38, 33)
(61, 40, 35)
(59, 38, 33)
(59, 38, 33)
(57, 36, 31)
(56, 35, 30)
(52, 31, 26)
(60, 39, 34)
(69, 50, 44)
(71, 52, 46)
(56, 37, 31)
(50, 31, 25)
(56, 37, 31)
(61, 42, 36)
(61, 42, 36)
(58, 39, 33)
(66, 45, 40)
(67, 46, 41)
(68, 47, 44)
(71, 47, 45)
(71, 43, 42)
(69, 43, 42)
(64, 40, 36)
(61, 40, 35)
(60, 41, 35)
(57, 40, 33)
(56, 39, 32)
(53, 38, 31)
(58, 39, 33)
(57, 38, 32)
(55, 36, 30)
(59, 40, 34)
(60, 41, 37)
(57, 39, 35)
(57, 39, 35)
(55, 37, 33)
(58, 39, 33)
(65, 46, 40)
(65, 46, 40)
(62, 41, 36)
(66, 42, 38)
(80, 57, 51)
(87, 64, 58)
(79, 54, 49)
(75, 50, 45)
(74, 51, 45)
(68, 45, 39)
(70, 49, 44)
(78, 57, 52)
(77, 58, 52)
(73, 54, 48)
(69, 50, 44)
(62, 41, 36)
(54, 33, 28)
(66, 45, 40)
(60, 39, 34)
(64, 40, 36)
(76, 53, 47)
(67, 44, 38)
(73, 50, 44)
(73, 50, 44)
(66, 43, 37)
(72, 49, 43)
(79, 54, 49)
(74, 49, 44)
(69, 44, 39)
(67, 42, 35)
(68, 43, 36)
(65, 42, 36)
(85, 62, 56)
(63, 43, 36)
(55, 36, 30)
(64, 45, 39)
(56, 35, 30)
(59, 38, 33)
(70, 46, 42)
(72, 44, 40)
(69, 44, 39)
(68, 43, 38)
(67, 43, 39)
(65, 44, 39)
(63, 44, 38)
(60, 41, 35)
(59, 40, 34)
(58, 39, 33)
(57, 38, 32)
(59, 40, 34)
(61, 42, 36)
(58, 39, 33)
(56, 39, 32)
(58, 41, 34)
(58, 41, 34)
(51, 33, 29)
(54, 36, 32)
(55, 37, 33)
(58, 40, 36)
(57, 39, 35)
(55, 37, 33)
(57, 39, 35)
(56, 38, 34)
(54, 36, 32)
(56, 38, 34)
(57, 39, 35)
(52, 34, 30)
(50, 32, 28)
(51, 33, 29)
(49, 31, 27)
(53, 35, 31)
(48, 33, 28)
(50, 35, 30)
(55, 37, 33)
(52, 34, 30)
(47, 29, 25)
(54, 36, 32)
(67, 49, 45)
(70, 52, 48)
(70, 46, 42)
(71, 47, 43)
(71, 47, 43)
(70, 47, 41)
(74, 51, 45)
(71, 46, 41)
(69, 44, 39)
(70, 45, 40)
(76, 51, 46)
(76, 51, 46)
(74, 49, 44)
(70, 45, 40)
(72, 47, 40)
(68, 43, 36)
