(178, 110, 61)
(172, 104, 57)
(168, 100, 55)
(168, 101, 56)
(170, 103, 58)
(173, 107, 59)
(175, 109, 59)
(176, 110, 58)
(170, 108, 59)
(161, 99, 52)
(160, 96, 50)
(163, 99, 53)
(165, 101, 57)
(163, 102, 58)
(159, 100, 56)
(160, 103, 58)
(165, 101, 65)
(164, 101, 60)
(166, 99, 56)
(166, 100, 52)
(168, 102, 54)
(166, 104, 57)
(160, 103, 58)
(154, 99, 58)
(147, 84, 53)
(155, 92, 57)
(155, 93, 52)
(155, 94, 49)
(157, 96, 51)
(151, 92, 52)
(146, 86, 52)
(144, 83, 55)
(148, 84, 46)
(143, 81, 42)
(148, 86, 47)
(153, 94, 54)
(154, 95, 55)
(155, 96, 56)
(160, 98, 59)
(161, 99, 60)
(159, 97, 58)
(160, 96, 58)
(160, 95, 55)
(155, 90, 48)
(164, 97, 55)
(163, 98, 56)
(167, 102, 62)
(167, 102, 62)
(163, 98, 60)
(167, 98, 57)
(175, 102, 57)
(175, 101, 52)
(178, 102, 52)
(181, 107, 58)
(179, 106, 61)
(173, 102, 58)
(165, 97, 60)
(159, 93, 58)
(152, 89, 54)
(142, 88, 50)
(146, 95, 50)
(165, 107, 59)
(183, 113, 61)
(192, 111, 56)
(176, 105, 61)
(168, 97, 53)
(167, 99, 54)
(174, 106, 61)
(173, 105, 58)
(166, 100, 52)
(165, 99, 51)
(167, 101, 53)
(171, 109, 58)
(173, 110, 59)
(179, 111, 62)
(176, 106, 57)
(168, 96, 48)
(171, 99, 51)
(179, 109, 60)
(182, 112, 61)
(178, 107, 55)
(175, 107, 58)
(170, 108, 61)
(156, 97, 53)
(149, 90, 48)
(151, 88, 47)
(164, 95, 56)
(170, 96, 57)
(166, 104, 45)
(180, 115, 61)
(184, 112, 64)
(181, 104, 60)
(176, 99, 53)
(169, 95, 50)
(168, 97, 55)
(164, 95, 56)
(147, 83, 35)
(136, 75, 31)
(127, 71, 36)
(120, 66, 38)
(127, 77, 52)
(157, 109, 86)
(184, 136, 113)
(199, 149, 126)
(205, 143, 92)
(196, 132, 84)
(183, 117, 69)
(173, 105, 58)
(172, 101, 55)
(173, 99, 50)
(177, 101, 49)
(182, 107, 52)
(184, 108, 46)
(184, 109, 54)
